city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
Raleigh,"Family-friendly, cozy guest room",Private room,549.0,2.0,4.0,No pets,1
Iron Mountain,Cozy vibes next to prospect park/botanical gardens,Private room,431.0,2.0,4.0,No parties,1
Kalispell,Amazing aaa specious  studio south expo  skylight!,Entire home/apt,71.0,30.0,5.0,No parties,2
Mason City,Cozy room for 2 in astoria!,Private room,224.0,1.0,1.0,No children under 10 & No pets,2
Syracuse,*lovely apt in heart of park slope*,Entire home/apt,1138.0,30.0,4.0,No pets & No children under 10,3
Presque Isle,Park slope garden lovers duplex,Entire home/apt,315.0,7.0,3.0,No visitors & No smoking & No pets,2
Oklahoma City,Cozy studio near prospect park,Shared room,1051.0,3.0,2.0,No visitors & No pets & No smoking,1
Little Rock,Spacious and sun room in city,Private room,632.0,30.0,1.0,No parties & No visitors,2
Roswell,Ues modern style 1 bedroom near 2 ave subway line,Entire home/apt,550.0,2.0,2.0,No children under 10 & No smoking & No visitors,3
Great Falls,Comfy & sun studio rental,Entire home/apt,413.0,2.0,5.0,No parties,3
Escanaba,City vibes apartment,Private room,978.0,4.0,2.0,No visitors,2
Tyler,"Homie,cozy,artsy,warm,sweet,neighborhood!",Entire home/apt,997.0,1.0,4.0,No smoking,5
Yuma,Cozy garden apartment in neighborhood!!,Private room,1191.0,3.0,5.0,No visitors & No pets,2
New Bern,Large 1bdr perfect village location,Entire home/apt,959.0,2.0,4.0,No visitors & No parties & No children under 10,9
Palm Springs,Renovated 2 bed 2bath high floor pool in building,Entire home/apt,960.0,31.0,3.0,No children under 10,5
West Yellowstone,Studio in neighborhood,Entire home/apt,462.0,27.0,4.0,No visitors,2
Miami,King hotel room at wyndham neighborhood 45 resort,Private room,264.0,2.0,3.0,No pets & No smoking & No children under 10,2
Paducah,Charming loft-like garden apt in bed-stuy,Entire home/apt,916.0,3.0,1.0,No pets & No smoking & No children under 10,7
Martha's Vineyard,One bed room apt in neighborhood east,Entire home/apt,450.0,2.0,2.0,No children under 10 & No smoking,3
Traverse City,"Beautiful room close to airport, la guardia, lir",Private room,352.0,2.0,4.0,No pets,1
Hyannis,Luxury 1 bedroom apt. downtown city/dumbo,Entire home/apt,111.0,5.0,5.0,No parties & No children under 10,3
Nantucket,Bohemian studio loft in city,Entire home/apt,817.0,30.0,2.0,No visitors,2
Lawton,Amazing space in the heart of neighborhood,Entire home/apt,1093.0,10.0,2.0,No visitors,2
Long Beach,City high end upper east side park gem home,Entire home/apt,119.0,1.0,5.0,No visitors,3
Tyler,Cozy affordable room in city,Private room,791.0,1.0,5.0,No visitors & No children under 10,1
Des Moines,Verrazano bridge garden house,Private room,1016.0,5.0,3.0,No visitors & No smoking & No parties,1
Mobile,Lovely private bedroom,Private room,232.0,3.0,4.0,No children under 10,2
Washington,Beautifully renovated 3bd/2ba ☆ 1 block to subway,Entire home/apt,1170.0,2.0,3.0,No children under 10,8
Huntsville,Sonder | 116 john | simple 1br + gym,Entire home/apt,290.0,29.0,3.0,No children under 10,3
Greensboro,Private room in beautiful soho city,Private room,665.0,3.0,4.0,No smoking & No visitors,1
White Plains,Large opulent studio apartment near prospect park,Entire home/apt,465.0,4.0,4.0,No children under 10,3
Sault Ste. Marie,Sun st. mark's place oasis,Entire home/apt,767.0,1.0,2.0,No smoking & No parties,7
Nantucket,Delightful city studio,Entire home/apt,1077.0,31.0,1.0,No children under 10 & No smoking & No pets,2
Hilo,Sun 1 bedroom apartment on quiet block,Entire home/apt,1024.0,1.0,3.0,No children under 10 & No visitors & No smoking,5
Missoula,Sun-kissed & spacious queens room w/ full kitchen,Private room,526.0,3.0,5.0,No smoking & No parties,1
Birmingham,2 bedroom apartment in astoria,Entire home/apt,665.0,2.0,4.0,No children under 10 & No parties & No pets,2
Reno,"A bright, beautiful treehouse",Entire home/apt,361.0,2.0,5.0,No visitors,2
Alexandria,★☆sunside☆-locals' favorite neighbor for living-,Private room,995.0,29.0,3.0,No children under 10,2
Roanoke,Beautiful eco triplex w/green roof. free yoga/spa.,Entire home/apt,729.0,1.0,3.0,No parties,2
Omaha,Neighborhood luxury loft,Entire home/apt,326.0,2.0,4.0,No children under 10,3
Atlanta,Fantastic room in neighborhood,Private room,1069.0,2.0,3.0,No children under 10,2
Mobile,Light-filled top floor of 4br townhouse.❤️❤️❤️❤️❤️,Entire home/apt,485.0,28.0,4.0,No children under 10,2
Prescott,Cozy mezzanine bdrm in charming city neighborhood,Private room,464.0,2.0,5.0,No pets,1
Mason City,Large soho apt,Entire home/apt,876.0,1.0,5.0,No parties,3
Los Angeles,Sun apartment with easy connections to awhere.,Private room,968.0,3.0,4.0,No children under 10,1
St. Petersburg,Magic city townhouse room fit for a wizard,Private room,624.0,1.0,5.0,No children under 10 & No parties,2
Pago Pago,Comfy apt in chinatown/lower east side,Private room,1129.0,1.0,4.0,No pets,1
Clarksburg,Spacious beautiful bed stuy duplex with garden,Entire home/apt,319.0,4.0,3.0,No smoking & No pets,2
Anchorage,Large apartment in city uws,Entire home/apt,607.0,1.0,3.0,No smoking & No parties,2
Anchorage,Spacious lower east side with private balco,Private room,545.0,2.0,3.0,No children under 10,2
Ogden,Peaceful room in cool area close to g/7/ferry/airport,Private room,485.0,1.0,5.0,No smoking & No visitors & No children under 10,2
Hobbs,Spacious 1 bedroom on hamilton grange - entire apt,Entire home/apt,610.0,3.0,5.0,No smoking & No visitors,2
Bloomington,Studio apartment in a doorman building,Entire home/apt,823.0,1.0,4.0,No parties & No pets & No visitors,7
Birmingham,Stylish garden apartment,Entire home/apt,314.0,3.0,4.0,No smoking & No visitors,3
Portland,Private room in two floor apartment w/ back yard,Private room,1190.0,1.0,4.0,No visitors & No parties,1
Ogden,Cozy masterbed room suite w/jacuzzi tub,Private room,945.0,1.0,3.0,No visitors & No parties,2
Pittsburgh,Clean,Private room,720.0,3.0,2.0,No visitors & No parties & No smoking,1
Manchester,Townhouse with  private bathroom and lush backyard,Private room,640.0,2.0,5.0,No children under 10 & No parties & No smoking,1
Buffalo,Neighborhood gem: sleep up to 5,Entire home/apt,486.0,2.0,1.0,No smoking & No children under 10,4
Minot,Sunlight suite,Entire home/apt,472.0,1.0,4.0,No smoking & No pets & No children under 10,2
Toledo,Sun modern lux private house with parking,Entire home/apt,614.0,3.0,4.0,No smoking & No children under 10 & No parties,3
Decatur,The heart of the lower east side!,Entire home/apt,587.0,2.0,4.0,No children under 10,2
New Orleans,"Neighborhood deco,",Private room,650.0,1.0,2.0,No visitors,2
Greensboro,Clean quiet prvt rm prvt bathroom in neighborhood,Private room,936.0,5.0,4.0,No parties,2
Wichita,2 bedroom loft in clinton hill,Entire home/apt,740.0,2.0,2.0,No pets & No children under 10 & No visitors,6
Concord,Private room in heart of neighborhood!,Private room,1200.0,2.0,3.0,No smoking & No pets & No parties,1
Lincoln,Cozy room in uws,Private room,1016.0,4.0,5.0,No visitors & No children under 10,2
Lubbock,Private bedroom in uws apartment,Private room,709.0,2.0,5.0,No visitors & No pets,2
Fort Myers,Quiet and beautiful apartment near park,Entire home/apt,930.0,7.0,2.0,No parties & No smoking,9
International Falls,Neighborhood duplex 3 min walk to subway,Private room,708.0,1.0,2.0,No visitors & No smoking & No parties,1
Punta Gorda,Beautiful city apt- 20 min to downtownuare,Entire home/apt,79.0,7.0,2.0,No children under 10,3
Key West,Classic city brownstone,Entire home/apt,1130.0,5.0,5.0,No parties & No children under 10 & No smoking,7
Charleston,Prospect park gem! charming & chic 2 bedroom apt!,Entire home/apt,790.0,7.0,5.0,No children under 10,7
Ontario,"Free parking, quiet, 5 stops on n/w  to city",Entire home/apt,483.0,4.0,2.0,No children under 10 & No visitors,3
Laramie,New private room on city. breathtaking view!,Private room,304.0,15.0,4.0,No pets,1
Escanaba,Budget room in large apartment (solo travelers+),Private room,1132.0,21.0,1.0,No parties,2
Evansville,*lovely apt in heart of park slope*,Entire home/apt,70.0,14.0,4.0,No pets,3
Laredo,"City line, half city /queens cozy corner",Private room,1131.0,3.0,2.0,No children under 10 & No smoking,1
Redding,Darling neighborhood getaway bydowntown.,Private room,1169.0,4.0,1.0,No children under 10,2
Vernal,Luxurious & spacious 1 bedroom apt,Entire home/apt,183.0,1.0,1.0,No pets & No smoking & No parties,2
Columbia,Glamping van,Entire home/apt,132.0,1.0,3.0,No visitors & No children under 10,3
Savannah,Sun room in modern building located in bedstuy,Private room,430.0,5.0,2.0,No smoking,2
Laramie,Doorman penthouse one bedroom laundry 5196,Entire home/apt,927.0,30.0,5.0,No children under 10,9
Gainesville,It must be your bday because this deal is great,Private room,173.0,3.0,3.0,No children under 10,1
Ketchikan,Charming city heights abode,Entire home/apt,1017.0,25.0,4.0,No pets,3
Sault Ste. Marie,Beautiful tribeca apartment,Private room,590.0,25.0,3.0,No smoking,1
Greer,Huge apartment in a beautiful house in neighborhood,Entire home/apt,855.0,3.0,1.0,No smoking & No pets & No visitors,6
Liberal,"Getaway to the city, 2 blocks from train (c)",Entire home/apt,1200.0,3.0,4.0,No pets,8
Cedar City,Private 3b room in 4br/2ba apt in hell's kitchen,Private room,613.0,1.0,4.0,No children under 10,2
Daytona Beach,Prime neighborhood large bedroom for 1or2 people,Private room,915.0,1.0,2.0,No visitors,1
Cordova,City style hostel rm4 #4,Shared room,972.0,1.0,2.0,No pets,1
Asheville,"Beautiful 2br apt, 1 min walk to major subway!",Entire home/apt,182.0,30.0,4.0,No pets & No children under 10 & No visitors,3
Johnstown,"Sun, 1 bedroom in bedstuy, city",Entire home/apt,160.0,7.0,4.0,No children under 10 & No parties,3
Lynchburg,Private bedroom in spanish neighborhood,Private room,410.0,2.0,5.0,No parties,1
Lafayette,Big bedroom in ues apartment,Private room,347.0,1.0,1.0,No smoking & No parties,2
Escanaba,Lrg prvt room in city near metro & activities,Private room,716.0,2.0,4.0,No visitors & No parties,1
Vernal,Ultra-modern 6-bedroom house (great for groups),Entire home/apt,818.0,10.0,1.0,No pets & No visitors,5
Sheridan,1br/1ba in 2br/2ba flushing,Shared room,951.0,1.0,2.0,No visitors,1
Rock Springs,Charming private room 2 beds,Private room,664.0,30.0,2.0,No visitors & No children under 10 & No parties,1
Birmingham,Great neighborhood pad,Private room,188.0,1.0,5.0,No pets & No parties & No children under 10,2
Pullman,City palace,Entire home/apt,975.0,1.0,4.0,No pets & No smoking,2
Laramie,Live in neighborhood close to columbia u!,Private room,797.0,2.0,5.0,No children under 10 & No pets,2
Birmingham,Amazing 2 bd loft -prime williamsbu,Entire home/apt,801.0,3.0,1.0,No pets,2
Shreveport,Classic brownstone apartment,Entire home/apt,1103.0,2.0,2.0,No visitors & No children under 10 & No parties,7
King Salmon,Private room in large airy apartment,Private room,861.0,2.0,3.0,No parties,1
Montrose,Spacious room steps from park and subway,Private room,195.0,2.0,2.0,No children under 10,2
Bloomington,"(room201)7分钟拉瓜迪机场,19分钟肯尼迪机场｡皇后区法拉盛中心,地段超好｡#201",Private room,748.0,1.0,1.0,No smoking & No parties,1
Santa Rosa,One private room harrigan luxury townhouse suite,Private room,115.0,2.0,2.0,No visitors,1
Sanford,Airport 15 and airport 18 minutes,Private room,862.0,3.0,3.0,No children under 10,1
Tulsa,Bright & light neighborhood one bedroom,Entire home/apt,553.0,2.0,2.0,No smoking & No visitors,5
Rockford,Private room in a two bedroom apt.,Private room,210.0,1.0,4.0,No visitors & No smoking,2
Sioux Falls,Comfortable studio! easy access to city!,Entire home/apt,296.0,2.0,5.0,No visitors & No parties & No pets,2
Staunton,Lovely spacious 1 bdrm in ridgewood,Entire home/apt,993.0,2.0,3.0,No smoking,3
New Orleans,Cozy in cobble hill,Entire home/apt,205.0,2.0,2.0,No visitors & No smoking,2
Fort Wayne,Sunlit city bedroom w/ private entrance,Private room,856.0,2.0,2.0,No parties,1
Scranton,Full size bed with drawer space!,Private room,526.0,1.0,1.0,No pets & No children under 10 & No parties,1
Atlantic City,Rare | romantic studio ♥ neighborhood landmark,Entire home/apt,629.0,1.0,4.0,No children under 10 & No visitors & No pets,2
Santa Rosa,Sun big designer room in art-loving neighborhood,Private room,441.0,3.0,3.0,No parties,2
Richmond,Cool summer vibes uws pent house w/ rooftop,Entire home/apt,498.0,3.0,4.0,No pets & No parties,2
Manchester,Luxury deluxe 2br 2bath -doorman/gym,Entire home/apt,65.0,30.0,2.0,No visitors,3
Cincinnati,Quiet place w/ private bathroom,Private room,906.0,1.0,4.0,No visitors,1
Ashland,"New, spacious 1bd in neighborhood",Entire home/apt,974.0,7.0,4.0,No smoking & No visitors,6
Daytona Beach,Family house 7 minutes to city,Entire home/apt,427.0,2.0,1.0,No visitors,4
Bozeman,18th floor bright bedroom with private bathroom,Private room,874.0,8.0,3.0,No children under 10 & No parties,1
Rapid City,Private loft bedroom in neighborhood,Private room,727.0,5.0,1.0,No pets & No children under 10,2
Cheyenne,"Classy neighborhood, close to everything.",Entire home/apt,82.0,14.0,4.0,No visitors & No pets,2
Binghamton,"Private floor, 1br 1bth, pr entry",Entire home/apt,55.0,4.0,4.0,No smoking & No visitors,3
Oklahoma City,Spacious and clean 1 bedroom - city,Entire home/apt,287.0,3.0,1.0,No children under 10 & No visitors,3
Grand Junction,Private  studio 79reviews-check profilecity,Entire home/apt,940.0,2.0,3.0,No smoking,4
Des Moines,Thee bohemian bnb astoria,Private room,987.0,1.0,4.0,No visitors & No children under 10,2
Baltimore,Cozy bedroom in best area of fidi,Private room,290.0,5.0,5.0,No smoking & No pets,1
Mosinee,Neighborhood apt - 2 bedroom,Entire home/apt,843.0,5.0,5.0,No pets & No smoking & No children under 10,3
Moline,Charming & cozy neighborhood loft a week ends  !!!,Entire home/apt,950.0,81.0,1.0,No parties & No visitors,2
Helena,Entire one bedroom apartment in neighborhood city,Entire home/apt,402.0,5.0,1.0,No children under 10,2
Decatur,"Train near, 10airport, 30airport cutebedr in3bed,city",Private room,143.0,1.0,1.0,No children under 10 & No visitors,2
Dodge City,Light-filled neighborhood loft,Private room,1079.0,4.0,4.0,No visitors,1
Las Vegas,Steps away from the heart of the theater district!,Private room,389.0,1.0,5.0,No children under 10,2
Lynchburg,"Huge, clean and great loft space",Private room,261.0,2.0,3.0,No children under 10,2
Hartford,"Generous, light-filled room in city townhouse",Private room,482.0,9.0,3.0,No children under 10,1
Fort Smith,Private apartment in the heart of neighborhood,Entire home/apt,1129.0,30.0,5.0,No children under 10 & No smoking & No pets,2
Lawton,Bright & sun 2-bedroom in hamilton heights,Entire home/apt,995.0,4.0,5.0,No visitors & No pets & No smoking,4
Harrisburg,Modern 1 bedroom luxury apartment in dumbo,Entire home/apt,449.0,4.0,4.0,No pets,3
Ogden,Spacious and modern 2 bedroom apartment,Entire home/apt,268.0,2.0,5.0,No children under 10 & No pets,3
Sitka,Gorgeous 2bedroom in the heart of neighborhood!,Entire home/apt,485.0,3.0,2.0,No children under 10 & No smoking & No visitors,3
St. Louis,Lux 2bed/2.5bath park views,Entire home/apt,1004.0,30.0,5.0,No pets & No visitors,7
Petersburg,"Great studio apartment, 15-20mins from downtown",Entire home/apt,595.0,3.0,3.0,No parties,5
Eugene,Perfect vacation rental for family,Private room,1009.0,1.0,2.0,No children under 10 & No visitors,1
Everett,Beautiful two bedroom apt in crown heights/bedsty,Entire home/apt,748.0,2.0,5.0,No children under 10,3
Florence,Ladies bedroom bed 2,Shared room,1159.0,1.0,3.0,No children under 10 & No parties & No pets,1
Cheyenne,"Huge art-loft warehouse in neighborhood, city",Entire home/apt,302.0,2.0,4.0,No visitors & No smoking & No parties,3
Sioux City,400 sq ft 1 br - neighborhood - prime location,Entire home/apt,918.0,8.0,4.0,No parties & No visitors,3
St. George,Charming neighborhood apartment,Entire home/apt,722.0,2.0,5.0,No pets,7
Dodge City,"Neighborhood, private bedroom, 2 blocks from l",Private room,804.0,3.0,5.0,No children under 10 & No parties,2
Rockford,Private rooms and matchless location,Private room,1075.0,2.0,2.0,No pets & No parties,2
Sanford,"Cozy, city beauty. great for a nice holiday!",Entire home/apt,609.0,2.0,3.0,No children under 10,5
Hancock,Ues oasis,Entire home/apt,132.0,5.0,5.0,No parties & No smoking & No pets,2
Niagara Falls,Sun bedroom in the heart of neighborhood,Private room,893.0,3.0,1.0,No pets & No parties,2
Allentown,Amazing views 3br 2ba bright and spacious,Entire home/apt,832.0,2.0,2.0,No smoking,7
Bangor,Loft studio neighborhood lux doorman,Entire home/apt,93.0,3.0,3.0,No pets & No parties,2
Grand Forks,Charming quiet studio right off park west,Entire home/apt,576.0,30.0,4.0,No smoking & No children under 10 & No visitors,3
