flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F3542375,830,17:55,19:39,4 hours 44 minutes,2022-03-15,Atlanta,Sacramento,2092.0
F3542376,828,17:53,20:36,5 hours 43 minutes,2022-03-16,Atlanta,Sacramento,2092.0
F3542852,881,20:59,23:08,5 hours 9 minutes,2022-03-06,Detroit,San Diego,1956.0
F3543237,780,12:59,18:52,3 hours 53 minutes,2022-03-18,Denver,New York,1626.0
F3543238,607,08:41,10:38,3 hours 57 minutes,2022-03-18,New York,Denver,1626.0
F3543239,611,12:40,18:16,3 hours 36 minutes,2022-03-19,Denver,New York,1626.0
F3543240,406,08:34,10:40,4 hours 6 minutes,2022-03-19,New York,Denver,1626.0
F3543241,494,13:12,18:48,3 hours 36 minutes,2022-03-20,Denver,New York,1626.0
F3543242,579,08:39,11:06,4 hours 27 minutes,2022-03-20,New York,Denver,1626.0
F3543243,368,12:48,18:00,3 hours 12 minutes,2022-03-21,Denver,New York,1626.0
F3543244,617,08:36,11:13,4 hours 37 minutes,2022-03-21,New York,Denver,1626.0
F3543245,689,13:06,18:26,3 hours 20 minutes,2022-03-22,Denver,New York,1626.0
F3543246,361,08:37,11:10,4 hours 33 minutes,2022-03-22,New York,Denver,1626.0
F3543895,93,18:57,20:24,1 hours 27 minutes,2022-03-07,New York,Boston,187.0
F3543896,40,17:47,18:51,1 hours 4 minutes,2022-03-08,New York,Boston,187.0
F3543897,40,17:53,19:13,1 hours 20 minutes,2022-03-09,New York,Boston,187.0
F3543898,52,17:48,19:01,1 hours 13 minutes,2022-03-10,New York,Boston,187.0
F3543899,79,17:54,18:56,1 hours 2 minutes,2022-03-11,New York,Boston,187.0
F3544097,683,12:22,19:42,4 hours 20 minutes,2022-03-18,Los Angeles,Detroit,1979.0
F3544098,519,12:21,19:27,4 hours 6 minutes,2022-03-19,Los Angeles,Detroit,1979.0
F3544099,723,12:23,19:30,4 hours 7 minutes,2022-03-20,Los Angeles,Detroit,1979.0
F3544551,949,23:10,06:13,4 hours 3 minutes,2022-03-19,Los Angeles,Detroit,1979.0
F3544552,437,23:15,06:30,4 hours 15 minutes,2022-03-20,Los Angeles,Detroit,1979.0
F3544565,75,21:15,22:26,1 hours 11 minutes,2022-03-02,Atlanta,Daytona Beach,366.0
F3544566,73,21:14,22:35,1 hours 21 minutes,2022-03-03,Atlanta,Daytona Beach,366.0
F3544567,112,21:18,22:32,1 hours 14 minutes,2022-03-04,Atlanta,Daytona Beach,366.0
F3545549,398,05:54,07:49,4 hours 55 minutes,2022-03-18,Detroit,Los Angeles,1979.0
F3545550,610,06:09,07:44,4 hours 35 minutes,2022-03-19,Detroit,Los Angeles,1979.0
F3545551,564,05:57,07:51,4 hours 54 minutes,2022-03-20,Detroit,Los Angeles,1979.0
F3545844,843,13:27,14:53,4 hours 26 minutes,2022-03-18,Detroit,Los Angeles,1979.0
F3545845,546,15:44,17:46,5 hours 2 minutes,2022-03-19,Detroit,Los Angeles,1979.0
F3545846,399,13:31,15:14,4 hours 43 minutes,2022-03-20,Detroit,Los Angeles,1979.0
F3546239,145,07:11,08:55,1 hours 44 minutes,2022-03-13,West Palm Beach,Atlanta,545.0
F3546240,141,07:00,08:53,1 hours 53 minutes,2022-03-14,West Palm Beach,Atlanta,545.0
F3546241,180,07:00,08:50,1 hours 50 minutes,2022-03-15,West Palm Beach,Atlanta,545.0
F3546337,198,20:48,21:30,1 hours 42 minutes,2022-03-24,Atlanta,Chicago,591.0
F3546338,294,20:48,21:39,1 hours 51 minutes,2022-03-25,Atlanta,Chicago,591.0
F3546339,177,21:30,22:21,1 hours 51 minutes,2022-03-26,Atlanta,Chicago,591.0
F3546363,229,18:45,20:21,1 hours 36 minutes,2022-03-13,Atlanta,West Palm Beach,545.0
F3546364,117,18:34,20:12,1 hours 38 minutes,2022-03-14,Atlanta,West Palm Beach,545.0
F3546365,179,18:34,20:19,1 hours 45 minutes,2022-03-15,Atlanta,West Palm Beach,545.0
F3546455,300,14:13,15:57,1 hours 44 minutes,2022-03-19,Charleston,New York,641.0
F3547271,179,16:45,18:38,1 hours 53 minutes,2022-03-13,Atlanta,West Palm Beach,545.0
F3547272,137,19:44,21:26,1 hours 42 minutes,2022-03-13,West Palm Beach,Atlanta,545.0
F3547273,125,15:45,17:20,1 hours 35 minutes,2022-03-14,Atlanta,West Palm Beach,545.0
F3547274,223,18:45,20:41,1 hours 56 minutes,2022-03-14,West Palm Beach,Atlanta,545.0
F3547275,136,15:43,17:27,1 hours 44 minutes,2022-03-15,Atlanta,West Palm Beach,545.0
F3547276,223,18:52,20:38,1 hours 46 minutes,2022-03-15,West Palm Beach,Atlanta,545.0
F3548634,632,07:08,14:11,4 hours 3 minutes,2022-03-18,Los Angeles,Detroit,1979.0
F3548635,915,07:06,14:17,4 hours 11 minutes,2022-03-19,Los Angeles,Detroit,1979.0
F3548636,533,07:14,14:31,4 hours 17 minutes,2022-03-20,Los Angeles,Detroit,1979.0
F3549874,175,23:14,00:09,1 hours 55 minutes,2022-03-24,Atlanta,Chicago,606.0
F3549875,236,23:09,00:11,2 hours 2 minutes,2022-03-25,Atlanta,Chicago,606.0
F3549876,215,23:07,23:58,1 hours 51 minutes,2022-03-26,Atlanta,Chicago,606.0
F3551209,975,22:44,06:02,4 hours 18 minutes,2022-03-14,Sacramento,Atlanta,2092.0
F3552821,59,23:38,00:34,0 hours 56 minutes,2022-03-07,New York,Boston,184.0
F3552822,88,21:58,23:00,1 hours 2 minutes,2022-03-08,New York,Boston,184.0
F3552823,88,22:43,00:39,1 hours 56 minutes,2022-03-09,New York,Boston,184.0
F3552824,68,21:58,23:01,1 hours 3 minutes,2022-03-10,New York,Boston,184.0
F3552825,55,22:14,23:12,0 hours 58 minutes,2022-03-11,New York,Boston,184.0
F3553233,226,18:07,19:12,2 hours 5 minutes,2022-03-24,Atlanta,Chicago,606.0
F3553234,166,17:47,18:47,2 hours 0 minutes,2022-03-25,Atlanta,Chicago,606.0
F3554137,263,09:33,10:07,1 hours 34 minutes,2022-03-24,Atlanta,Chicago,591.0
F3554138,284,11:16,14:02,1 hours 46 minutes,2022-03-24,Chicago,Atlanta,591.0
F3554139,206,09:30,10:16,1 hours 46 minutes,2022-03-25,Atlanta,Chicago,591.0
F3554140,282,11:21,14:03,1 hours 42 minutes,2022-03-25,Chicago,Atlanta,591.0
F3554141,268,09:50,10:48,1 hours 58 minutes,2022-03-26,Atlanta,Chicago,591.0
F3554142,132,11:34,14:26,1 hours 52 minutes,2022-03-26,Chicago,Atlanta,591.0
F3554735,285,05:57,08:46,1 hours 49 minutes,2022-03-24,Chicago,Atlanta,591.0
F3554736,137,05:58,08:42,1 hours 44 minutes,2022-03-25,Chicago,Atlanta,591.0
F3554737,250,06:03,08:52,1 hours 49 minutes,2022-03-26,Chicago,Atlanta,591.0
F3555187,177,15:10,15:45,1 hours 35 minutes,2022-03-24,Atlanta,Chicago,591.0
F3555188,212,15:07,15:50,1 hours 43 minutes,2022-03-25,Atlanta,Chicago,591.0
F3555189,177,15:09,15:56,1 hours 47 minutes,2022-03-26,Atlanta,Chicago,591.0
F3555201,265,12:44,14:33,1 hours 49 minutes,2022-03-02,Buffalo,Atlanta,712.0
F3555202,155,09:56,12:02,2 hours 6 minutes,2022-03-03,Atlanta,Buffalo,712.0
F3555203,219,13:12,15:22,2 hours 10 minutes,2022-03-03,Buffalo,Atlanta,712.0
F3555204,241,09:57,12:05,2 hours 8 minutes,2022-03-04,Atlanta,Buffalo,712.0
F3555205,269,13:11,15:10,1 hours 59 minutes,2022-03-04,Buffalo,Atlanta,712.0
F3555582,187,16:58,19:41,1 hours 43 minutes,2022-03-24,Chicago,Atlanta,591.0
F3555583,206,16:55,19:39,1 hours 44 minutes,2022-03-25,Chicago,Atlanta,591.0
F3555584,163,16:54,19:24,1 hours 30 minutes,2022-03-26,Chicago,Atlanta,591.0
F3555636,825,08:53,10:51,4 hours 58 minutes,2022-03-18,Detroit,Los Angeles,1979.0
F3555637,633,08:53,10:36,4 hours 43 minutes,2022-03-19,Detroit,Los Angeles,1979.0
F3555638,633,08:57,10:47,4 hours 50 minutes,2022-03-20,Detroit,Los Angeles,1979.0
F3556131,182,13:30,14:41,1 hours 11 minutes,2022-03-02,Atlanta,Daytona Beach,366.0
F3556132,175,15:53,17:12,1 hours 19 minutes,2022-03-02,Daytona Beach,Atlanta,366.0
F3556133,173,13:31,14:46,1 hours 15 minutes,2022-03-03,Atlanta,Daytona Beach,366.0
F3556134,93,15:56,17:16,1 hours 20 minutes,2022-03-03,Daytona Beach,Atlanta,366.0
F3556135,170,13:24,14:39,1 hours 15 minutes,2022-03-04,Atlanta,Daytona Beach,366.0
F3556136,138,15:54,17:17,1 hours 23 minutes,2022-03-04,Daytona Beach,Atlanta,366.0
F3556207,45,10:57,11:42,0 hours 45 minutes,2022-03-29,Atlanta,Knoxville,152.0
F3556208,63,12:48,13:43,0 hours 55 minutes,2022-03-29,Knoxville,Atlanta,152.0
F3556209,68,10:57,11:41,0 hours 44 minutes,2022-03-30,Atlanta,Knoxville,152.0
F3556210,70,12:49,13:41,0 hours 52 minutes,2022-03-30,Knoxville,Atlanta,152.0
F3556211,64,10:56,11:43,0 hours 47 minutes,2022-03-31,Atlanta,Knoxville,152.0
F3556212,39,12:46,13:40,0 hours 54 minutes,2022-03-31,Knoxville,Atlanta,152.0
F3557303,144,21:16,21:47,1 hours 31 minutes,2022-03-15,Detroit,Nashville,456.0
F3557304,227,21:18,21:45,1 hours 27 minutes,2022-03-16,Detroit,Nashville,456.0
F3557305,97,21:18,21:55,1 hours 37 minutes,2022-03-17,Detroit,Nashville,456.0
F3557342,121,10:52,13:17,1 hours 25 minutes,2022-03-15,Nashville,Detroit,456.0
F3557343,96,10:32,12:59,1 hours 27 minutes,2022-03-16,Nashville,Detroit,456.0
F3557344,207,10:25,12:49,1 hours 24 minutes,2022-03-17,Nashville,Detroit,456.0
F3557439,203,14:18,16:52,1 hours 34 minutes,2022-03-15,Nashville,Detroit,456.0
F3557440,219,12:41,13:09,1 hours 28 minutes,2022-03-15,Detroit,Nashville,456.0
F3557441,210,14:16,16:44,1 hours 28 minutes,2022-03-16,Nashville,Detroit,456.0
F3557442,119,12:43,13:15,1 hours 32 minutes,2022-03-16,Detroit,Nashville,456.0
F3557443,136,14:18,16:43,1 hours 25 minutes,2022-03-17,Nashville,Detroit,456.0
F3557444,195,12:40,13:09,1 hours 29 minutes,2022-03-17,Detroit,Nashville,456.0
F3557585,105,06:00,07:25,1 hours 25 minutes,2022-03-15,St. Louis,Minneapolis,448.0
F3557586,92,06:03,07:27,1 hours 24 minutes,2022-03-16,St. Louis,Minneapolis,448.0
F3557587,144,05:58,07:17,1 hours 19 minutes,2022-03-17,St. Louis,Minneapolis,448.0
F3559150,471,19:20,21:48,2 hours 28 minutes,2022-03-04,Philadelphia,Sarasota,957.0
F3559151,221,22:38,01:07,2 hours 29 minutes,2022-03-04,Sarasota,Philadelphia,957.0
F3562525,309,20:18,21:06,1 hours 48 minutes,2022-03-12,Denver,Las Vegas,628.0
F3562563,186,14:36,17:35,1 hours 59 minutes,2022-03-12,Las Vegas,Denver,628.0
F3562591,244,01:10,04:12,2 hours 2 minutes,2022-03-12,Las Vegas,Denver,628.0
F3562628,292,11:22,12:12,1 hours 50 minutes,2022-03-12,Denver,Las Vegas,628.0
F3562696,138,22:01,22:59,1 hours 58 minutes,2022-03-12,Denver,Las Vegas,628.0
F3562737,172,05:57,09:04,2 hours 7 minutes,2022-03-12,Las Vegas,Denver,628.0
F3562954,235,23:10,00:44,2 hours 34 minutes,2022-03-13,Denver,Las Vegas,628.0
F3562974,290,19:08,22:03,1 hours 55 minutes,2022-03-13,Las Vegas,Denver,628.0
F3563031,281,09:25,10:18,1 hours 53 minutes,2022-03-13,Denver,Las Vegas,628.0
F3563053,269,06:02,06:56,1 hours 54 minutes,2022-03-13,Denver,Las Vegas,628.0
F3563054,247,08:18,11:10,1 hours 52 minutes,2022-03-13,Las Vegas,Denver,628.0
F3563084,305,17:13,18:02,1 hours 49 minutes,2022-03-13,Denver,Las Vegas,628.0
F3563203,252,14:15,17:53,2 hours 38 minutes,2022-03-13,Las Vegas,Denver,628.0
F3563231,209,22:38,01:28,1 hours 50 minutes,2022-03-13,Las Vegas,Denver,628.0
F3563253,271,20:19,21:04,1 hours 45 minutes,2022-03-13,Denver,Las Vegas,628.0
F3563270,253,00:55,04:40,1 hours 45 minutes,2022-03-13,Las Vegas,Denver,628.0
F3563345,148,22:25,23:36,2 hours 11 minutes,2022-03-14,Denver,Las Vegas,628.0
F3563364,293,10:00,10:58,1 hours 58 minutes,2022-03-14,Denver,Las Vegas,628.0
F3563365,159,11:51,14:44,1 hours 53 minutes,2022-03-14,Las Vegas,Denver,628.0
F3563366,147,15:57,16:45,1 hours 48 minutes,2022-03-14,Denver,Las Vegas,628.0
F3563525,293,05:53,08:53,2 hours 0 minutes,2022-03-14,Las Vegas,Denver,628.0
F3563561,240,20:54,23:46,1 hours 52 minutes,2022-03-14,Las Vegas,Denver,628.0
F3563589,158,01:29,04:12,1 hours 43 minutes,2022-03-14,Las Vegas,Denver,628.0
F3563607,218,21:09,21:59,1 hours 50 minutes,2022-03-14,Denver,Las Vegas,628.0
F3567151,519,06:51,12:12,3 hours 21 minutes,2022-03-23,Denver,Washington,1476.0
F3567152,645,13:01,14:49,3 hours 48 minutes,2022-03-23,Washington,Denver,1476.0
F3567190,435,12:29,18:02,3 hours 33 minutes,2022-03-23,Denver,Washington,1476.0
F3567191,653,19:07,20:42,3 hours 35 minutes,2022-03-23,Washington,Denver,1476.0
F3567232,641,16:43,22:00,3 hours 17 minutes,2022-03-23,Denver,Washington,1476.0
F3567275,326,06:55,08:55,4 hours 0 minutes,2022-03-23,Washington,Denver,1476.0
F3567473,733,16:41,22:12,3 hours 31 minutes,2022-03-24,Denver,Washington,1476.0
F3567519,429,12:35,18:08,3 hours 33 minutes,2022-03-24,Denver,Washington,1476.0
F3567520,443,18:50,20:40,3 hours 50 minutes,2022-03-24,Washington,Denver,1476.0
F3567583,320,06:52,12:08,3 hours 16 minutes,2022-03-24,Denver,Washington,1476.0
F3567584,477,13:02,14:49,3 hours 47 minutes,2022-03-24,Washington,Denver,1476.0
F3567591,296,20:41,00:28,3 hours 47 minutes,2022-03-24,Providence,Orlando,1072.0
F3567654,713,06:57,08:28,3 hours 31 minutes,2022-03-24,Washington,Denver,1476.0
F3567736,413,07:31,10:15,2 hours 44 minutes,2022-03-24,Orlando,Providence,1072.0
F3567851,560,12:28,17:37,3 hours 9 minutes,2022-03-25,Denver,Washington,1476.0
F3567852,533,18:39,20:24,3 hours 45 minutes,2022-03-25,Washington,Denver,1476.0
F3567909,352,06:53,08:30,3 hours 37 minutes,2022-03-25,Washington,Denver,1476.0
F3567937,430,07:18,09:50,2 hours 32 minutes,2022-03-25,Orlando,Providence,1072.0
F3567940,385,18:50,22:05,3 hours 15 minutes,2022-03-25,Providence,Orlando,1072.0
F3567950,578,06:54,12:08,3 hours 14 minutes,2022-03-25,Denver,Washington,1476.0
F3567951,523,13:02,14:58,3 hours 56 minutes,2022-03-25,Washington,Denver,1476.0
F3568008,484,16:37,21:52,3 hours 15 minutes,2022-03-25,Denver,Washington,1476.0
F3568370,588,07:49,13:00,3 hours 11 minutes,2022-03-26,Denver,Washington,1476.0
F3568371,715,13:49,15:35,3 hours 46 minutes,2022-03-26,Washington,Denver,1476.0
F3568410,594,16:35,21:49,3 hours 14 minutes,2022-03-26,Denver,Washington,1476.0
F3568454,543,07:12,08:59,3 hours 47 minutes,2022-03-26,Washington,Denver,1476.0
F3568591,378,06:02,08:40,2 hours 38 minutes,2022-03-26,Orlando,Providence,1072.0
F3568597,268,19:57,23:20,3 hours 23 minutes,2022-03-26,Providence,Orlando,1072.0
F3568624,664,12:34,17:43,3 hours 9 minutes,2022-03-26,Denver,Washington,1476.0
F3568625,566,18:38,20:17,3 hours 39 minutes,2022-03-26,Washington,Denver,1476.0
F3568755,481,06:54,12:09,3 hours 15 minutes,2022-03-27,Denver,Washington,1476.0
F3568756,405,13:02,15:08,4 hours 6 minutes,2022-03-27,Washington,Denver,1476.0
F3568821,350,06:53,08:49,3 hours 56 minutes,2022-03-27,Washington,Denver,1476.0
F3568941,504,16:59,22:07,3 hours 8 minutes,2022-03-27,Denver,Washington,1476.0
F3569004,712,12:39,17:49,3 hours 10 minutes,2022-03-27,Denver,Washington,1476.0
F3569005,617,18:38,20:33,3 hours 55 minutes,2022-03-27,Washington,Denver,1476.0
F3569685,543,10:34,15:15,4 hours 41 minutes,2022-03-29,Boston,San Juan,1674.0
F3569772,351,07:20,12:10,4 hours 50 minutes,2022-03-29,San Juan,Boston,1674.0
F3569938,669,00:56,05:48,2 hours 52 minutes,2022-03-29,Las Vegas,St. Louis,1371.0
F3569952,470,18:09,19:44,3 hours 35 minutes,2022-03-29,St. Louis,Las Vegas,1371.0
F3570281,274,01:28,06:25,2 hours 57 minutes,2022-03-30,Las Vegas,St. Louis,1371.0
F3570295,402,17:48,19:01,3 hours 13 minutes,2022-03-30,St. Louis,Las Vegas,1371.0
F3570674,355,18:09,19:41,3 hours 32 minutes,2022-03-31,St. Louis,Las Vegas,1371.0
F3570705,331,00:43,05:50,3 hours 7 minutes,2022-03-31,Las Vegas,St. Louis,1371.0
F3570871,164,09:19,09:41,1 hours 22 minutes,2022-03-25,Provo,Phoenix,468.0
F3570921,274,07:03,08:59,1 hours 56 minutes,2022-03-04,Savannah,Newark,708.0
F3571908,124,17:15,18:55,1 hours 40 minutes,2022-03-05,Belleville,Valparaiso,587.0
F3572182,182,11:19,12:48,1 hours 29 minutes,2022-03-21,Houston,Fayetteville,461.0
F3572929,79,08:08,09:20,1 hours 12 minutes,2022-03-03,Stockton,Las Vegas,359.0
F3573120,346,19:00,22:43,2 hours 43 minutes,2022-03-18,Rockford,St. Petersburg,1049.0
F3573133,135,11:38,12:49,1 hours 11 minutes,2022-03-05,Las Vegas,Stockton,359.0
F3573312,327,18:08,21:28,2 hours 20 minutes,2022-03-16,Rockford,St. Petersburg,1049.0
F3573499,406,11:43,13:54,3 hours 11 minutes,2022-03-21,St. Petersburg,Appleton,1173.0
F3573659,474,15:40,17:04,2 hours 24 minutes,2022-03-16,St. Petersburg,Rockford,1049.0
F3573845,216,09:49,11:47,1 hours 58 minutes,2022-03-04,Newark,Savannah,708.0
F3573891,104,23:20,23:50,1 hours 30 minutes,2022-03-26,Provo,Phoenix,477.0
F3573912,148,20:17,21:37,1 hours 20 minutes,2022-03-11,Las Vegas,Santa Maria,310.0
F3574262,174,10:29,12:57,1 hours 28 minutes,2022-03-25,Phoenix,Provo,468.0
F3574390,232,19:26,22:09,1 hours 43 minutes,2022-03-24,Phoenix,Provo,477.0
F3574992,542,22:51,00:42,2 hours 51 minutes,2022-03-19,St. Petersburg,Appleton,1173.0
F3575007,182,19:53,21:21,1 hours 28 minutes,2022-03-03,Belleville,Valparaiso,587.0
F3575911,222,14:58,17:31,1 hours 33 minutes,2022-03-25,Phoenix,Provo,477.0
F3576019,142,22:17,23:28,1 hours 11 minutes,2022-03-11,Santa Maria,Las Vegas,310.0
F3576045,314,14:50,16:42,1 hours 52 minutes,2022-03-04,Jacksonville,Washington,630.0
F3576264,157,00:38,02:02,1 hours 24 minutes,2022-03-03,Stockton,Las Vegas,359.0
F3576663,131,14:45,16:32,1 hours 47 minutes,2022-03-05,Valparaiso,Belleville,587.0
F3576711,96,06:01,07:28,1 hours 27 minutes,2022-03-03,Las Vegas,Stockton,359.0
F3576799,147,15:09,15:34,1 hours 25 minutes,2022-03-24,Provo,Phoenix,477.0
F3576813,138,17:47,19:49,2 hours 2 minutes,2022-03-04,Washington,Jacksonville,630.0
F3576850,165,13:42,15:03,1 hours 21 minutes,2022-03-05,Stockton,Las Vegas,359.0
F3576922,184,13:38,14:02,1 hours 24 minutes,2022-03-25,Provo,Phoenix,477.0
F3576959,215,06:06,08:38,1 hours 32 minutes,2022-03-25,Phoenix,Provo,477.0
F3577066,104,16:23,17:52,1 hours 29 minutes,2022-03-04,Las Vegas,Stockton,359.0
F3577523,169,13:24,14:47,1 hours 23 minutes,2022-03-04,Stockton,Las Vegas,359.0
F3577777,466,17:02,21:39,3 hours 37 minutes,2022-03-19,Appleton,St. Petersburg,1173.0
F3578167,413,16:08,18:10,3 hours 2 minutes,2022-03-18,St. Petersburg,Rockford,1049.0
F3578207,86,06:05,07:32,1 hours 27 minutes,2022-03-04,Las Vegas,Stockton,359.0
F3578519,110,20:12,22:55,1 hours 43 minutes,2022-03-26,Phoenix,Provo,477.0
F3578689,332,07:19,11:01,2 hours 42 minutes,2022-03-21,Appleton,St. Petersburg,1173.0
F3579167,211,17:23,19:06,1 hours 43 minutes,2022-03-03,Valparaiso,Belleville,587.0
F3580062,108,18:33,19:47,1 hours 14 minutes,2022-03-04,Stockton,Las Vegas,359.0
F3580063,246,17:54,20:40,1 hours 46 minutes,2022-03-13,New Orleans,Louisville,620.0
F3580830,91,20:08,21:30,1 hours 22 minutes,2022-03-03,Las Vegas,Stockton,359.0
F3580851,182,22:38,22:59,1 hours 21 minutes,2022-03-24,Provo,Phoenix,477.0
F3581070,223,16:23,18:59,1 hours 36 minutes,2022-03-24,Phoenix,Provo,477.0
F3581161,107,22:42,23:25,1 hours 43 minutes,2022-03-25,Provo,Phoenix,477.0
F3582137,301,16:02,16:50,1 hours 48 minutes,2022-03-13,Louisville,New Orleans,620.0
F3582462,222,09:00,10:39,1 hours 39 minutes,2022-03-21,Fayetteville,Houston,461.0
F3584294,888,10:11,14:46,6 hours 35 minutes,2022-03-04,Ontario,Honolulu,2603.0
F3584295,920,09:54,14:16,6 hours 22 minutes,2022-03-05,Ontario,Honolulu,2603.0
F3584296,1247,09:55,14:06,6 hours 11 minutes,2022-03-06,Ontario,Honolulu,2603.0
F3584325,548,14:27,22:01,5 hours 34 minutes,2022-03-04,Honolulu,Ontario,2603.0
F3584326,1091,14:39,22:02,5 hours 23 minutes,2022-03-05,Honolulu,Ontario,2603.0
F3584327,1075,14:35,22:02,5 hours 27 minutes,2022-03-06,Honolulu,Ontario,2603.0
F3590112,192,05:55,06:41,1 hours 46 minutes,2022-03-24,Atlanta,Chicago,606.0
F3590113,302,05:54,06:44,1 hours 50 minutes,2022-03-25,Atlanta,Chicago,606.0
F3590114,259,05:53,06:59,2 hours 6 minutes,2022-03-26,Atlanta,Chicago,606.0
F3590471,181,17:05,18:45,2 hours 40 minutes,2022-03-22,Albany,Chicago,723.0
F3590472,189,14:29,15:50,2 hours 21 minutes,2022-03-23,Albany,Chicago,723.0
F3590473,278,12:36,14:01,2 hours 25 minutes,2022-03-24,Albany,Chicago,723.0
F3590498,197,08:28,11:57,2 hours 29 minutes,2022-03-24,Chicago,Albany,723.0
F3591909,192,20:04,22:55,1 hours 51 minutes,2022-03-24,Chicago,Atlanta,606.0
F3591910,161,20:02,22:46,1 hours 44 minutes,2022-03-25,Chicago,Atlanta,606.0
F3591911,137,20:02,22:46,1 hours 44 minutes,2022-03-26,Chicago,Atlanta,606.0
F3593794,222,05:29,07:38,2 hours 9 minutes,2022-03-13,Huntsville,Dallas,603.0
F3593795,179,05:34,07:43,2 hours 9 minutes,2022-03-14,Huntsville,Dallas,603.0
F3593796,147,05:24,07:19,1 hours 55 minutes,2022-03-15,Huntsville,Dallas,603.0
F3593917,130,20:39,22:13,1 hours 34 minutes,2022-03-13,Dallas,Huntsville,603.0
F3593918,191,23:59,02:03,2 hours 4 minutes,2022-03-14,Dallas,Huntsville,603.0
F3593919,274,20:39,22:24,1 hours 45 minutes,2022-03-15,Dallas,Huntsville,603.0
F3594383,113,16:24,17:55,1 hours 31 minutes,2022-03-25,Baton Rouge,Dallas,383.0
F3594384,80,16:18,17:53,1 hours 35 minutes,2022-03-26,Baton Rouge,Dallas,383.0
F3594385,178,16:23,17:57,1 hours 34 minutes,2022-03-27,Baton Rouge,Dallas,383.0
F3594414,133,14:29,15:52,1 hours 23 minutes,2022-03-25,Dallas,Baton Rouge,383.0
F3594415,80,14:31,15:52,1 hours 21 minutes,2022-03-26,Dallas,Baton Rouge,383.0
F3594416,184,14:36,15:58,1 hours 22 minutes,2022-03-27,Dallas,Baton Rouge,383.0
F3595204,114,19:36,21:11,1 hours 35 minutes,2022-03-25,Baton Rouge,Dallas,383.0
F3595205,156,19:42,21:11,1 hours 29 minutes,2022-03-26,Baton Rouge,Dallas,383.0
F3595206,187,19:47,21:20,1 hours 33 minutes,2022-03-27,Baton Rouge,Dallas,383.0
F3595222,137,18:01,19:15,1 hours 14 minutes,2022-03-25,Dallas,Baton Rouge,383.0
F3595223,178,18:00,19:16,1 hours 16 minutes,2022-03-26,Dallas,Baton Rouge,383.0
F3595224,189,17:58,19:14,1 hours 16 minutes,2022-03-27,Dallas,Baton Rouge,383.0
F3601769,129,17:14,18:57,1 hours 43 minutes,2022-03-13,Dallas,Huntsville,603.0
F3601770,204,17:04,18:49,1 hours 45 minutes,2022-03-14,Dallas,Huntsville,603.0
F3601771,203,17:10,19:27,2 hours 17 minutes,2022-03-15,Dallas,Huntsville,603.0
F3601795,231,19:38,21:47,2 hours 9 minutes,2022-03-13,Huntsville,Dallas,603.0
F3602997,264,10:38,12:40,2 hours 2 minutes,2022-03-13,Dallas,Huntsville,603.0
F3602998,211,10:08,11:47,1 hours 39 minutes,2022-03-14,Dallas,Huntsville,603.0
F3602999,171,10:11,11:50,1 hours 39 minutes,2022-03-15,Dallas,Huntsville,603.0
F3603022,182,13:09,15:12,2 hours 3 minutes,2022-03-13,Huntsville,Dallas,603.0
F3603023,233,12:45,14:46,2 hours 1 minutes,2022-03-14,Huntsville,Dallas,603.0
F3603024,230,12:35,14:28,1 hours 53 minutes,2022-03-15,Huntsville,Dallas,603.0
F3603214,503,15:30,19:08,2 hours 38 minutes,2022-03-16,Albuquerque,Chicago,1118.0
F3603215,553,15:34,19:21,2 hours 47 minutes,2022-03-17,Albuquerque,Chicago,1118.0
F3603216,464,16:00,19:48,2 hours 48 minutes,2022-03-18,Albuquerque,Chicago,1118.0
F3603273,550,17:28,19:35,3 hours 7 minutes,2022-03-16,Chicago,Albuquerque,1118.0
F3603274,550,17:24,19:31,3 hours 7 minutes,2022-03-17,Chicago,Albuquerque,1118.0
F3603275,513,17:48,19:57,3 hours 9 minutes,2022-03-18,Chicago,Albuquerque,1118.0
F3603306,247,05:37,09:33,2 hours 56 minutes,2022-03-16,Albuquerque,Chicago,1118.0
